,user_id,breq_amotivation,breq_external_regulation,breq_introjected_regulation,breq_identified_regulation,breq_intrinsic_regulation,breq_self_determination,positive_affect_score,negative_affect_score,agreeableness,conscientiousness,stability,intellect,stai_stress,stai_stress_category,ttm_consciousness_raising,ttm_dramatic_relief,ttm_environmental_reevaluation,ttm_self_reevaluation,ttm_social_liberation,ttm_counterconditioning,ttm_helping_relationships,ttm_reinforcement_management,ttm_self_liberation,ttm_stimulus_control
20,621e314867b776a24029ebf9,1.0,1.25,2.6666666666666665,3.5,3.25,identified_regulation,34.0,14.0,40.0,39.0,42.0,35.0,43.5,Below average,1.3333333333333333,2.333333333333333,2.333333333333333,4.0,2.333333333333333,3.0,1.0,3.6666666666666665,2.6666666666666665,1.0
21,621e323667b776a240f19134,1.125,2.0,3.1666666666666665,3.625,4.0,intrinsic_regulation,35.666666666666664,22.166666666666668,44.0,32.0,33.0,38.0,51.166666666666664,Average,2.6666666666666665,4.0,3.333333333333333,4.666666666666666,3.0,3.6666666666666665,1.6666666666666665,4.0,4.0,3.1666666666666665
22,621e324e67b776a2400191cb,1.25,1.0,1.1666666666666665,2.375,2.625,intrinsic_regulation,45.5,12.5,39.0,41.0,46.0,37.0,49.285714285714285,Below average,1.0,1.8333333333333335,1.833333333333333,3.1666666666666665,2.6666666666666665,1.1666666666666665,1.0,2.0,1.3333333333333335,1.0
23,621e326767b776a24012e179,0.0,0.0,0.0,0.0,0.0,undefined,32.166666666666664,31.0,0.0,0.0,0.0,0.0,51.166666666666664,Average,2.0,3.333333333333333,2.333333333333333,5.0,4.0,5.0,1.0,5.0,4.333333333333333,3.0
24,621e328667b776a240281372,1.0,1.5,2.333333333333333,4.25,4.5,intrinsic_regulation,43.0,27.5,39.0,39.0,27.0,30.0,50.0,Average,2.0,2.333333333333333,1.0,4.666666666666667,3.333333333333333,1.6666666666666667,3.0,4.333333333333333,4.333333333333333,3.0
25,621e329067b776a2402ffad2,2.0,1.5,1.25,3.25,3.75,intrinsic_regulation,32.888888888888886,18.22222222222222,47.0,39.0,31.0,40.0,49.888888888888886,Above average,1.8333333333333333,2.1666666666666665,3.4166666666666665,3.6666666666666665,3.333333333333333,3.5,2.1666666666666665,3.1666666666666665,3.75,3.4166666666666665
26,621e32af67b776a24045b4cf,1.125,1.125,2.6666666666666665,4.0,3.375,identified_regulation,31.555555555555557,36.77777777777778,36.0,46.0,18.0,43.0,53.55555555555556,Above average,3.1666666666666665,3.1666666666666665,2.1666666666666665,3.1666666666666665,4.0,2.1666666666666665,2.833333333333333,3.5,4.0,1.6666666666666665
27,621e32d067b776a2405b7d54,2.5,2.25,3.333333333333333,3.0,2.75,introjected_regulation,0.0,0.0,36.0,27.0,33.0,33.0,50.0,Average,2.6666666666666665,4.0,4.333333333333333,4.666666666666667,4.0,1.6666666666666667,4.333333333333333,3.6666666666666665,3.0,4.333333333333333
28,621e32d967b776a240627414,1.25,1.0,1.0,4.0,3.75,identified_regulation,26.428571428571427,18.142857142857142,34.0,39.0,33.0,46.0,50.166666666666664,Above average,2.6666666666666665,3.333333333333333,3.0,4.0,3.6666666666666665,3.0,2.6666666666666665,3.333333333333333,3.6666666666666665,2.333333333333333
29,621e32e667b776a2406d2f1c,1.25,1.25,1.6666666666666667,4.0,3.25,identified_regulation,36.5,23.0,0.0,0.0,0.0,0.0,52.25,Average,4.0,3.333333333333333,1.6666666666666667,3.333333333333333,2.333333333333333,2.6666666666666665,1.6666666666666667,3.6666666666666665,2.6666666666666665,3.333333333333333
30,621e331067b776a24085dd3f,1.0,1.0,1.1666666666666665,4.125,4.25,identified_regulation,30.714285714285715,24.285714285714285,40.0,41.0,25.0,35.0,46.142857142857146,Below average,1.0,2.1666666666666665,3.1666666666666665,3.333333333333333,3.0,1.1666666666666665,1.0,4.0,1.3333333333333333,1.5
31,621e332267b776a24092a584,1.0,1.5,2.6666666666666665,3.75,2.25,identified_regulation,28.0,19.0,32.0,26.0,31.0,46.0,55.0,Above average,2.6666666666666665,4.333333333333333,4.0,4.0,1.6666666666666667,3.6666666666666665,3.6666666666666665,4.333333333333333,3.0,1.6666666666666667
32,621e333567b776a240a0c217,1.25,1.25,2.6666666666666665,3.75,4.0,intrinsic_regulation,34.0,25.0,41.0,36.0,24.0,34.0,53.0,Above average,4.0,2.333333333333333,3.333333333333333,4.333333333333333,3.6666666666666665,2.333333333333333,2.6666666666666665,4.0,3.333333333333333,3.0
33,621e333967b776a240a3cd06,1.0,1.0,5.0,4.5,4.75,introjected_regulation,37.0,19.0,37.0,39.0,24.0,48.0,49.0,Average,4.666666666666667,1.6666666666666667,2.333333333333333,5.0,4.333333333333333,3.0,4.0,5.0,5.0,5.0
34,621e335a67b776a240bb12ff,1.0,1.0,1.0,3.125,3.375,intrinsic_regulation,19.857142857142858,14.428571428571429,29.0,39.0,31.0,28.0,36.875,Below average,1.8333333333333335,1.3333333333333333,2.6666666666666665,3.5,3.1666666666666665,2.5,1.5,3.666666666666667,3.333333333333333,2.333333333333333
35,621e337667b776a240ce78ab,1.125,1.125,1.8333333333333335,2.5,2.25,identified_regulation,27.0,32.0,30.0,24.0,24.0,46.0,38.5,Below average,1.0,3.0,3.6666666666666665,3.5,3.333333333333333,1.0,1.5,2.5,2.333333333333333,2.333333333333333
36,621e339967b776a240e502de,1.0,1.25,3.0,4.875,5.0,identified_regulation,43.125,12.375,45.0,29.0,44.0,35.0,48.75,Average,3.333333333333333,3.0,2.5,5.0,3.6666666666666665,3.6666666666666665,2.0,4.833333333333334,4.5,3.333333333333333
37,621e33b067b776a240f39e56,1.0,2.125,3.0,4.5,4.125,intrinsic_regulation,42.166666666666664,19.833333333333332,49.0,41.0,36.0,45.0,48.833333333333336,Average,1.6666666666666665,3.6666666666666665,5.0,4.166666666666666,4.333333333333333,1.0,1.3333333333333335,5.0,2.6666666666666665,1.0
38,621e33cf67b776a240087de9,1.0,1.125,2.333333333333333,3.25,2.125,identified_regulation,27.166666666666668,16.333333333333332,31.0,41.0,37.0,28.0,47.5,Average,1.0,3.3333333333333335,4.111111111111112,3.888888888888889,3.6666666666666665,1.7777777777777777,1.0,3.0,2.5555555555555554,1.0
39,621e33ed67b776a2401cf5f7,1.0,1.75,2.0,3.875,4.5,intrinsic_regulation,29.75,15.5,48.0,35.0,42.0,44.0,53.666666666666664,Above average,1.8333333333333335,2.833333333333333,2.333333333333333,4.333333333333334,4.0,3.1666666666666665,2.0,4.0,3.333333333333333,3.5
40,621e341067b776a24037b105,3.0,1.0,1.3333333333333335,1.5,1.25,amotivation,25.125,19.5,30.0,25.0,21.0,30.0,47.875,Above average,1.5,1.833333333333333,1.6666666666666667,2.333333333333333,1.6666666666666665,1.0,1.0,1.6666666666666665,1.0,1.1666666666666665
41,621e345c67b776a2407146a8,1.0,1.0,1.6666666666666667,3.5,3.0,identified_regulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,undefined,2.6666666666666665,3.0,2.6666666666666665,4.333333333333333,3.333333333333333,2.6666666666666665,1.3333333333333333,3.6666666666666665,2.6666666666666665,1.0
42,621e346f67b776a24081744f,1.5,1.5,3.333333333333333,1.75,1.5,introjected_regulation,27.25,22.25,44.0,21.0,33.0,35.0,48.0,Average,2.0,2.6666666666666665,3.6666666666666665,3.1666666666666665,3.0,1.3333333333333335,1.8333333333333335,2.0,2.333333333333333,1.3333333333333335
43,621e34db67b776a240c9c2be,1.125,1.625,1.8333333333333335,3.0,3.625,intrinsic_regulation,38.2,25.2,45.0,35.0,36.0,41.0,50.2,Average,2.1666666666666665,1.6666666666666667,1.5,3.5,3.0,1.6666666666666665,3.833333333333333,3.833333333333333,2.6666666666666665,2.1666666666666665
44,621e34ec67b776a240d60873,1.0,1.0,1.0,2.25,1.0,identified_regulation,24.0,25.0,29.0,25.0,30.0,30.0,49.0,Average,1.0,1.0,2.0,3.333333333333333,3.0,1.0,5.0,3.0,1.6666666666666667,1.0
45,621e34f767b776a240de4e1a,3.0,2.0,1.0,2.25,1.75,amotivation,31.5,11.0,42.0,43.0,32.0,37.0,43.0,Below average,1.0,2.0,3.5,2.3333333333333335,4.166666666666667,1.0,2.833333333333333,1.6666666666666665,1.8333333333333333,1.0
46,621e351a67b776a240f6204b,1.0,1.0,1.3333333333333333,4.5,5.0,intrinsic_regulation,34.333333333333336,13.0,0.0,0.0,0.0,0.0,43.0,Below average,4.0,2.333333333333333,2.0,5.0,2.333333333333333,2.0,1.6666666666666667,4.666666666666667,4.666666666666667,2.0
47,621e356967b776a24027bd9f,1.0,1.0,3.5,4.625,5.0,intrinsic_regulation,39.75,14.5,38.0,41.0,25.0,39.0,47.25,Average,4.0,2.6666666666666665,3.8333333333333335,5.0,4.0,2.833333333333333,5.0,5.0,5.0,3.833333333333333
48,621e362467b776a2404ad513,2.5,1.0,1.1666666666666665,2.75,3.0,identified_regulation,30.75,13.25,36.0,28.0,35.0,35.0,45.4,Average,1.8333333333333335,2.0,3.0,3.833333333333333,3.5,2.6666666666666665,1.0,3.0,2.6666666666666665,1.0
49,621e366567b776a24076a727,1.0,1.0,3.833333333333333,4.5,4.625,intrinsic_regulation,21.666666666666668,25.0,36.0,41.0,33.0,37.0,43.42857142857143,Below average,2.1666666666666665,2.333333333333333,1.6666666666666667,4.666666666666667,3.6666666666666665,4.0,1.1666666666666665,4.5,4.0,1.5
50,621e367e67b776a24087d75d,3.25,1.25,1.5,1.625,1.75,amotivation,28.833333333333332,22.0,26.0,28.0,28.0,34.0,50.833333333333336,Above average,1.1666666666666665,1.8333333333333335,1.5,1.5,1.5,1.3333333333333335,1.6666666666666665,1.3333333333333335,1.8333333333333333,1.0
51,621e36bb67b776a240b40d64,0.0,0.0,0.0,0.0,0.0,undefined,0.0,0.0,29.0,33.0,17.0,30.0,0.0,undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,621e36c267b776a240ba2756,1.0,1.0,1.0,3.75,4.75,intrinsic_regulation,38.0,17.0,36.0,23.0,40.0,28.0,47.5,Average,2.6666666666666665,1.0,3.0,4.333333333333333,3.6666666666666665,4.0,3.333333333333333,4.0,3.6666666666666665,3.0
53,621e36dd67b776a240ce9a45,0.0,0.0,0.0,0.0,0.0,undefined,0.0,0.0,34.0,36.0,32.0,38.0,0.0,undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,621e36f967b776a240e5e7c9,1.0,1.75,4.833333333333334,4.375,3.25,introjected_regulation,29.75,24.25,42.0,38.0,31.0,41.0,47.875,Average,3.0,4.0,3.5,5.0,3.0,3.1666666666666665,1.6666666666666667,4.166666666666667,4.0,3.1666666666666665
55,621e375367b776a24021e950,0.0,0.0,0.0,0.0,0.0,undefined,30.5,31.0,0.0,0.0,0.0,0.0,46.0,Below average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,621e375b67b776a240290cdc,1.0,1.0,1.3333333333333335,3.375,2.75,identified_regulation,29.25,29.5,46.0,33.0,18.0,40.0,58.0,Above average,2.333333333333333,1.6666666666666667,1.0,2.833333333333333,4.833333333333334,1.1666666666666665,3.0,4.0,3.0,1.1666666666666665
